"USERID","REQUESTEDURL"
329,"sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,riseupm_ix,jp_ft_danito_ainda_penso_em_ti,danito_jp_ft_rafa_dana_porque,a_arte_mais_bela"
333,"asas_brancas,trova_do_vento_que_passa,1a_afinaa_a_o_original,saudades_de_coimbra,traz_outro_amigo_tamba_m_2,cana_a_o_da_infa_ncia,pomba_serena_original,variaa_a_es_em_sol_maior_de_artur_paredes,fado_hila_rio,contos_velhinhos"
334,"guantanamera,porto,mulheres,colo_da_serra,porto_covo,trova,aqui_ha_truque,o_estandarte_da_javarda_mica,perdidamente,cia_ncito_aluno"
335,"aleca_johnny_blaze_mais_tu_perdest,johnny_blaze_aleca_old_school_na_praxa_portugal,johnny_blaze_aleca_um_dia,jo_blaze_feat_dj_ka_nada_indecisa_o,cdk,danito_ft_myth_jp_lagrim_as_na_cara,sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca,tetra_xg,desiludido_nu_amor_myslo_ft_canuca,foste_uma_mulher_de_coragem_pikya"
337,"morgadex_friko_sirkill_dimen_new_infiltrado_puro_ataque_verbal,jp_ft_danito_nada_vai_ser_igual,sub_verso_feat_lord_rymes_pela_mudana_a,morgadex_infiltrado_olhos_brilhantes,fico_a_espera_quer_o_ver_o_fim,tu_a_s_ft_eklipse_cassy,mc_babi_na_o_sou_nada_sem_ti,na_o_sei_o_que_aconteceu,morgadex_ft_dimen_infiltrado_escuta_o_teu_coraa_a_o,morgadex_ft_infiltrado_amor_volta_para_mim"
340,"dih_ft_pigmeu_babynext_subras_bloock_underground,dih_o_rap_que_eu_falo_subraxblock,dih_subraxblo_ck_ms_o_rap_a_me_eskea_e_productionz_dihkaparikazi,kjr_diurne_dih_a_o_fumo_hiphop_streetz,dih_subraxblock_na_o_sou_o_k_tu_pensas_margem_sul_caparika,punch_lineee_xoye_txara_feat_jo_yo_e_rb,p_unit_puto_eu_dou_te_go_p_unit_productions,so_te_digo_a_uma_coisa_beef,xoye_feat_jo_yo_fuck_that_bitches_carta_d_amor,ovni_fogo_verbal_project_o"
341,"kool_2,02_00am,5_graus,amanha_1,amor_por_ti_teste,anjo_sonial,a_sa_s_com_a_nostalgia,brock_and_hungry_pra_produa_a_o,canat_let_you_stay,chain_of_fools"
345,"dubplate_xandao_oh_jah_jah,babila_nia,dancem,i_just_wanna_fly_with_you_feat_agir,luta_de_raa_z,sera_que_a_musica_tem_cor,seria_profecia,vagabundo_do_mundo,were_playing_around_the_globe,sam_cook_version"
354,"alentejo_alentejo,boas_vibraa_a_es,tico_tico_no_fuba,moda_do_entrudo,br_a_carta_parte_2,br_br_a_100_a_inveja_mata,hardcore,putos_pausados_ft_br_um_som_pesado,sigo_em_frente_2,escapula_rio"
355,"balada_do_tempo,irlanda_ao_vivo_com_pr2,ser_profano_ao_vivo,sinto_me_ta_o_leve_2008,ra_pido,all_my_life,ntk_e_jessica_da_a_cara_ao_que_sentes_2008,dia_perfeito,o_som_do_mundo_surdo,ser_profano"
356,"agora_eu_sei,a_vida,best_of_trance_2008,dancemusicmix,dancing_in_the_night_hb_production_vol_2,dealer_of_sound,devil_in_a_suit_preproduction,disco_dance_rhythm,eternidade,eu_vou_levando_a_vida"
357,"abre_os_olhos_1,isidora_ft_joh_nny_c_african_vibes_record_because_of_you_2006,so_sexy_babylon_mix,afrika_fica_comigo,bo_ten_qu_luta,calor_e_sabor,na_o_posso_ficar_calado,revoltado_eu_faa_o_hiphop_mixtape_poet,sem_ti,sweet"
358,"best_of_trance_2008,warning_power_tecnho,ft_dj_epsyn_first_power,tunning_its_not_a_crime,helicop_ter_mix,minguit_o_kuduro_mix,parazaa_r_music_mix,summerjam_remix,riseupm_ix,sabes_onde_estou_kizomba_mix"
359,"2k4,acufeno,a_tour_to_nowhere,break_it,break_it_instrumental_version,cool_mind,cool_moment,crimson_landscape_1,deep_down_inside,devils_game"
363,"licantropia,misteriosa_mulher_1,misteriosa_mulher,the_truth_mix_antigo,agora,elefante_cor_de_rosa,when_the_night_falls,alma_blues,ba_same_mucho,esperara"
365,"amor_emocional_kutegash_produa_a_es_2008,hm_vsilva_ja_nao_aguento_acabou,hm_vale_a_pena_voltar_atras_ft_kute_gash,mctropas_o_peso_da_culpa_r_i_p_filha,puta_da_ragga,ntk_da_me_a_oportunidade_2007,cristal,hm_sentimento_em_sila_ncio_ft_major,filosofia_do_teu_olhar_ft_anjo_2008,volta_para_mim_ft_sofia_2008"
370,"atlantis,caipora,down_to_whisky,everyday_i_have_the_blues_ao_vivo,fly_america,i_got_my_mojo_working_ao_vivo,paulo_gama_2,paulo_gama_projectos,primavera,se_voce_vai_de_xaxado_eu_vou_de_rock_roll"
374,"dany_boy_ft_tropas_ft_chalitos_ft_isek,masturbao_mental,01_in_love,abre_os_olhos_1,destino_traa_ado_canuca,fuck_off_katchorras_canuca_ft_isek,introspectiva_pt1,resposta_ao_kamel_estiga,sente_agora,tropas_ft_dany_boy_caminhantes_do_hip_hop"
379,"cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,g_foxx_facada_nas_costas_a_mim_na_o_2008,g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008,kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3,makete,amor_ao_hiphop_tuga_2008,kenny_g_ft_g_foxx_as_nossas_anikilaa_oes_2_008,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007"
380,"fool_for_love,help_me_ao_vivo,start_it_up,thatas_the_way_the_blues_como_out_of_me,cana_a_o_da_infa_ncia,saudades_de_coimbra,variaa_a_es_em_sol_maior_de_artur_paredes,seria_profecia,traz_outro_amigo_tamba_m_2,asas_brancas"
382,"duelo_de_bandolins,hino_acada_mico,caloira,moda_das_mamas_grandes,fuck_off_katchorras_canuca_ft_isek,resposta_ao_kamel_estiga,guantanamera,porto,porto_covo,trova"
389,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,hey_girl_ft_ntk,amizade_na_o_se_vende,welcome_ls,eras_a_minha_ft_ntk,jp_ft_danito_ainda_penso_em_ti"
390,"mctropas_o_peso_da_culpa_r_i_p_filha,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,tropas_ft_thuga_g_partida_injusta_nuqqa_l_4ever,tropas_ft_dany_boy_caminhantes_do_hip_hop,fico_a_espera_quer_o_ver_o_fim,na_o_sei_se_merea_o,para_que_sonhar,p_unit_ft_tropas_isek_patakeiros_no_movimento,ata_onde_posso_ir_aca_stico,nem_as_paredes_confesso"
395,"realidade,kutegash_porque_nao_mudas_por_mim,destino_traa_ado_canuca,fuck_off_katchorras_canuca_ft_isek,mema_rias_de_um_amor_proibido,orgasmo_cerebral,desiludido_nu_amor_myslo_ft_canuca,vcs_na_o_ta_o_preparados_feat_hc,revoltado_eu_faa_o_hiphop_mixtape_poet,ta_pioneiro_ft_ag_ir_som_tuga_par"
398,"fuck_off_katchorras_canuca_ft_isek,snipers,politica_interesse,50_cente_o_bit,dj_xunxe_mix_2008_feat_dj_douglas,mc_shark_feat_mc_saraiva,vcs_na_o_ta_o_preparados_feat_hc,destino_traa_ado_canuca,dj_douglas_in_noddy_di_guetto_50cente,dj_douglass_b_tid_sempre_d_o"
411,"sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,riseupm_ix,jp_ft_danito_ainda_penso_em_ti,danito_jp_ft_rafa_dana_porque,a_arte_mais_bela"
414,"for_my_lady_2008_dj_drix,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,kuduro_pa_2008_dj_drix,aquela_unidade_2008_dj_drix_dj_cratera,jogada_de_mestre_2008_dj_cratera_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,kuza_bruto_2008_dj_cratera_dj_drix,stoned_2008_dj_drix,ta_gra_a_ssiv_o_2008_dj_silva_dj_drix,vocee_ta_bravo_2008_dj_drix"
416,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,jp_ft_danito_ainda_penso_em_ti,hey_girl_ft_ntk,danito_tarde_demais,jp_ft_danito_nada_vai_ser_igual,welcome_ls"
423,"aqui_ha_truque,danito_ft_myth_jp_lagrimas_na_cara,a_guas_do_da_o,cia_ncito_aluno,fado_do_adeus_ao_porto,hino_da_animatuna,hoy_estoi_aqui,meia_noite_ao_luar,o_estandarte_da_javarda_mica,perdidamente"
424,"tu_a_s_ta_o_linda,tu_a_s_aquela,nova_geraa_a_o,a_vida_a_bela,k_ppa_kid_ft_dra_kula_profundezas_obscuras,a_arte_mais_bela,masturbao_mental,roleta_russa,k_ppa_kid_ft_joker_soldados_de_papel,desbafos_momenta_neos"
430,"caderno_esquecido,equilibrium_muda,esperana_a,objectivo_parte_i,olhar,quimica,revoltado_eu_faa_o_hiphop_mixtape_poet,se_amanha,spring_lsk_na_descontra,ta_pioneiro_ft_ag_ir_som_tuga_par"
431,"jp_ft_danito_ainda_penso_em_ti,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_nada_vai_ser_igual,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_ft_jp_rafa_preciso_do_teu_amor,danito_jp_ft_rafa_dana_porque,danito_ft_myth_jp_lagrim_as_na_cara,jp_onde_estas_tu,sou_o_que_quiseres_mk,se_amanha"
441,"canalha_27,hiroshima_nagasaki_feat_thug,momentos_de_criatividade,o_que_eu_vejo_feat_h20,pode_crer,splinter_kamy_30_de_fevereiro_prod_raze,musica_remix,o_hip_hop_na_o_para,varias_ambicoes,dj_pak_intro_set_2007"
443,"positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,dih_feat_sa_raia_subras_block_eu_a_queria_caparica_ms,dih_ft_pigmeu_babynext_subras_bloock_underground,kjr_diurne_dih_a_o_fumo_hiphop_streetz,egipto,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,eu_na_o_vendo_o_meu_rap,deebora_ft_azteka_lucone_sentimento,a_mbar,la_tus"
448,"mctropas_o_peso_da_culpa_r_i_p_filha,tropas_ft_thuga_g_partida_injusta_nuqqa_l_4ever,a_o_movimento_mixtape_discurso_directo_tropas_isek_c_heetif,p_unit_ft_tropas_isek_patakeiros_no_movimento,tropas_ft_dany_boy_caminhantes_do_hip_hop,o_amor_a_raro,foi_assim_1,jp_ft_danito_ainda_penso_em_ti,o_meu_destino_2008,vem_pa_pa_de_mim"
449,"patuscada,ta_pioneiro_ft_ag_ir_som_tuga_par,caninha_verde,cum_sexy_cum,i_need_a_priest,its_lovely,golden_boys_feat_del_marquis,we_are,mulheres,eu_quero_e_ele_na_o_quer"
451,"ai_ai_katrefa,hora_da_verdade,madalena,dubplate_xandao_oh_jah_jah,arrependimento,nao_deixes_q_a_vida_fuja_de_ti,definia_a_o_de_vida,querem_beef,rookie_ft_mrk_da_diva_divina_m2,tavareslm_skhuba_todos_juntos"
457,"charuto,liliana_marisa,o_anana_s_na_o_a_pra_mim,paula_queira_s,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar"
461,"daruller_u_s_feat_p_paiva_wacklogia,real_mc_as_vezes,united_soldiers_a_festa_e_nossa,eu_na_o_vendo_o_meu_rap,riseupm_ix,dancing_in_the_night_hb_production_vol_2,asas_brancas,coimbra_menina_e_moa_a_ao_vivo_em_portel_28_10,trova_do_vento_que_passa,best_of_trance_2008"
465,"a_homen_valha_te_deus,a_za_tira_a_ma_o_da_gaita,isidora_ft_joh_nny_c_african_vibes_record_because_of_you_2006,lutar_contra_esta_mara,morena_ai_ai,movimentoperfe_it0_ft_lancelo_t_reflexoes,revoltado_eu_faa_o_hiphop_mixtape_poet,sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca,brincadeira,diz_ca_a_manelzinho"
469,"dyggas_broadg_a_homenagem,eu_apoio_o_bairro_para_o_bairro_me_apoiar,gnz_dyggas_the_real,p_unit_ft_tropas_isek_patakeiros_no_movimento,broadg_gnz_d_t_ox_vida_bandida,joana_homenagem,dyggas_bandidagem_classico_de_2006,sdm_ele_anda_por_ai,qero_te_assim_te,o_guetto_faz_a_fora_a_1"
470,"bicho_da_seda_bruxo_da_letra,eu_ja_estou_farto,guarda_chuva_desafino,mentes_de_coraa_a_o_1,meu_mundo,misskye_memorias_leave_out_all_the_rest,ser_profano,skhuba_misskye_i_love_you,something_2,telegrama"
471,"dj_striker_best_house_summer_party_remix,dj_striker_buraka_vs_da_weasel_remix,dj_striker_canta_bahia_remix,dj_striker_dont_stop_the_music_remix,dj_striker_gasolina_remix,dj_striker_red_hot_remix,dj_striker_rise_up_2007_remix,dj_striker_rock_this_party_remix,dj_striker_cascada_vs_kuduro_remix,dj_striker_samin_vs_rise_up_remix"
481,"a_dias_assim,amarte_ei_para_sempre,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_outra_hista_ria,amor_de_avo,apa_s_um_ano_r7f,a_sa_s_com_a_nostalgia,black_rose_alicia_keys_if_i_aint_got_you,boten_anna,calabria_vs_rise_up_babylon_mix"
490,"freestyle_das_10_xd_improviso_jay_c,kool_2,ncs_feat_jay_c_reflexao_mensagem,atlantis,caipora,down_to_whisky,everyday_i_have_the_blues_ao_vivo,fly_america,i_got_my_mojo_working_ao_vivo,paulo_gama_2"
493,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
497,"what_to_do_with_you,depois_da_tempestade,evollov3_advantage,evollov3_fully,evollov3_jump_to_the_stars,evollov3_prepare_to_fight,evollov3_street_41,evollov3_versus,evollov3_xxxperience,gigante"
499,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
500,"eu_apenas_opino_este,esta_noite_vai_durar,noite_da_traia_ao_ft_joker_74,ta_pioneiro_ft_ag_ir_som_tuga_par,joker_74_buehcys_quero_te_perder,a_sa_s_com_a_nostalgia,quero_te_sentir,na_o_posso_ficar_calado,revoltado_eu_faa_o_hiphop_mixtape_poet,jp_ft_danito_ainda_penso_em_ti"
505,"100_anos,afrika_fica_comigo,a_importancia_da_amizade,a_sa_s_com_a_nostalgia,cdk,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,danito_jp_ft_rafa_dana_porque,friko_ft_ana_ferreira_a_s_tu_quem_eu_quero,isidora_ft_joh_nny_c_african_vibes_record_because_of_you_2006,ja_me_fartei_rita_lopez"
506,"coraa_a_o_abalado,nada_a_para_sempre,para_quem_na_o_nos_conhece,uma_alma_triste,eu_preciso_de_ti,danito_ft_myth_jp_lagrimas_na_cara,timas_one_love_pa_nhas_rapaz,volta_para_mim_ft_sofia_2008,go_ana_2008_dj_tramp_loool_xd,kuduro_ki_takuiar_ne_2008"
508,"a_sa_s_com_a_nostalgia,se_amanha,revoltado_eu_faa_o_hiphop_mixtape_poet,a_minha_outra_hista_ria,na_o_posso_ficar_calado,ta_pioneiro_ft_ag_ir_som_tuga_par,sem_ti,fuck_off_katchorras_canuca_ft_isek,danito_ft_myth_jp_lagrim_as_na_cara,riseupm_ix"
509,"parazaa_r_music_mix,best_of_trance_2008,ft_dj_epsyn_first_power,warning_power_tecnho,minguit_o_kuduro_mix,fatal_tecnho,summerjam_remix,tunning_its_not_a_crime,uaaah_kuduro_mix,zig_zag_remix"
512,"filosofia_do_teu_olhar_ft_anjo_2008,faz_por_gosto_na_o_por_moda_2008,rookie_minha_estrela_a_s_tu_ana,volta_para_mim_ft_sofia_2008,a_arte_mais_bela,fuck_off_katchorras_canuca_ft_isek,a_minha_hista_ria_ft_missy_e_gijoe,se_amanha,rookie_na_o_merecem_pequena_mensagem,a_nossa_hista_ria"
515,"kool_2,depois_da_tempestade,evollov3_fully,evollov3_jump_to_the_stars,evollov3_prepare_to_fight,evollov3_springfield,evollov3_street_41,evollov3_versus,evollov3_xxxperience,gigante"
522,"desabafos_mc_fly,drogas,art_di_um_cultura,hip_hop_tuga_1,aguenta_o_meu_peso_prod_xoye,beautiful_lind_a,digo_adeus,hoje_em_dia,masturbao_mental,quem_me_dera"
524,"samacairo,moda_do_entrudo,santo_anta_o,caninha_verde,kool_2,cantiga_bailada,escapula_rio,la_grima_de_ma_e,s_joa_o,vira_velho"
531,"patuscada,caninha_verde,ta_pioneiro_ft_ag_ir_som_tuga_par,mulheres,growing_1,moonshadow,ventura,quadradinha,golden_boys_feat_del_marquis,we_are"
534,"parazaa_r_music_mix,best_of_trance_2008,warning_power_tecnho,ft_dj_epsyn_first_power,minguit_o_kuduro_mix,fatal_tecnho,summerjam_remix,tunning_its_not_a_crime,uaaah_kuduro_mix,zig_zag_remix"
535,"cia_ncito_aluno,aqui_ha_truque,o_estandarte_da_javarda_mica,meia_noite_ao_luar,perdidamente,guantanamera,porto,porto_covo,trova,mulheres"
540,"bela_aurora,capas_negras,carrinha_de_caixa_aberta,fado_do_menino,grito_acada_mico_1,intromental_instrumental,vivo_para_o_a_lcool,paulo_gama_2,paulo_gama_projectos,african_elements_drum_tool"
542,"foi_num_dia,ntk_da_me_a_oportunidade_2007,for_my_lady_2008_dj_drix,eu_apenas_opino_este,joker_74_buehcys_quero_te_perder,nosso_amor_original_carlitos_feat_don_jay,a_sa_s_com_a_nostalgia,danito_ft_myth_jp_lagrimas_na_cara,p_unit_ft_tropas_isek_patakeiros_no_movimento,a_minha_apresentaa_ao"
545,"help_me_ao_vivo,kool_2,danito_ft_myth_jp_lagrim_as_na_cara,jp_onde_estas_tu,noite_remix,brock_and_hungry_pra_produa_a_o,fool_for_love,start_it_up,thatas_the_way_the_blues_como_out_of_me,bluz"
546,"agir_sagres_love_is_love,fuck_off_katchorras_canuca_ft_isek,i_just_wanna_fly_with_you_feat_agir,agir_girlfriend,puto_pedro_intro_falsos_mcs,o_que_nos_apetece_ft_revoltado_agir,resposta_ao_kamel_estiga,anjo_ft_isolado_ft_mc_babi,danito_tarde_demais,destino_traa_ado_canuca"
547,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
558,"i_need_a_priest,objectivo_1,its_lovely,sem_titulo_ft_fora_a_suprema_e_up_family,sera_que_sabes,se_amanha,a_arte_mais_bela,danito_jp_ft_rafa_dana_porque,disco_dance_rhythm,culpado"
561,"na_o_ligas_cheta,o_teu_mia_do,que_mal_a_este,sempre_foi_assim_1,a_vida_a_bela_demais,chama_de_mil_cores,paulo_gama_2,paulo_gama_projectos,cavaleiro_da_manha,eu_ja_me_convenci"
563,"danito_jp_ft_rafa_dana_porque,jp_ft_danito_ainda_penso_em_ti,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_nada_vai_ser_igual,danito_ft_jp_rafa_preciso_do_teu_amor,danito_tarde_demais,foi_assim_1,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,vem_pa_pa_de_mim,foi_com_um_olhar"
565,"a_assim_1,capta_mr_by,casal_de_cambra_ft_bkt,e_quem_voltou,estou_no_club_danos_colaterais_vol_2,rabica_miztah_by_tento_perceber,vidas_piores_que_as_nossas,fuck_off_katchorras_canuca_ft_isek,mortex_de_segunda_a_domingo_street_mix_tape_antecipaa_a_o,musica_remix"
566,"dealing_with_lies,shadows_entwined,anthem_for_distortion_lovers,blow_up_to_pieces,conquer,convule_gastric_haemorrhage_with_eggs,dog_of_god,the_end_live_in_kanekos,hopeless,lies"
570,"amor_ao_hiphop_tuga_2008,audia_ao_singular_2008,cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,g_foxx_facada_nas_costas_a_mim_na_o_2008,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007,g_foxx_ft_kenny_g_amor_esquecido_no_tempo_2008,g_foxx_groupies_2007,g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_a_minha_desillusao_2007,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008"
575,"perto_do_mar,criana_a_2,se_ela_a_bonita,amanha_na_o_vou_trabalhar,babila_nia,luta_de_raa_z,ph_neutro_mik_ikaruz_enrola_mais_uma,antes_que_fosse_assim,cafuna,lea_ozinho"
577,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
584,"atlantis,caipora,down_to_whisky,everyday_i_have_the_blues_ao_vivo,iara,i_got_my_mojo_working_ao_vivo,paulo_gama_2,paulo_gama_projectos,primavera,se_voce_vai_de_xaxado_eu_vou_de_rock_roll"
587,"asas_brancas,trova_do_vento_que_passa,1a_afinaa_a_o_original,saudades_de_coimbra,traz_outro_amigo_tamba_m_2,cana_a_o_da_infa_ncia,pomba_serena_original,variaa_a_es_em_sol_maior_de_artur_paredes,fado_hila_rio,contos_velhinhos"
588,"danito_ft_myth_jp_lagrimas_na_cara,misskye_amor_iludido,jp_ft_danito_ainda_penso_em_ti,fuck_off_katchorras_canuca_ft_isek,kutegash_porque_nao_mudas_por_mim,a_arte_mais_bela,danito_ft_myth_jp_lagrim_as_na_cara,hold_on_2,live_4real,sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca"
592,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
595,"ncs_feat_jay_c_reflexao_mensagem,jay_c_vamos_mudar,jay_c_amo_te_ines_letra_de_gona_alinho,jay_c_a_estigar_scrool_free_gravado_por_telemovel_ma_qualidade,jay_c_patinho_feio_resposta,fuck_off_katchorras_canuca_ft_isek,resposta_ao_kamel_estiga,pedro_monteverde_3_11_5,danito_ft_myth_jp_lagrimas_na_cara,criminal_g_sem_ti_na_o_da_vanessa"
596,"ainda_penso_em_ti,aleca_johnny_blaze_mais_tu_perdest,cdk,danito_ft_myth_jp_lagrim_as_na_cara,diicutz_esta_noite_2009,jo_blaze_feat_dj_ka_nada_indecisa_o,johnny_blaze_aleca_old_school_na_praxa_portugal,johnny_blaze_aleca_um_dia,johnny_blaze_na_o_chores_feat_aleca,jp_ft_danito_tu_es_1"
615,"cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,g_foxx_facada_nas_costas_a_mim_na_o_2008,g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008,kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3,makete,amor_ao_hiphop_tuga_2008,kenny_g_ft_g_foxx_as_nossas_anikilaa_oes_2_008,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007"
618,"destino_traa_ado_canuca,fuck_off_katchorras_canuca_ft_isek,resposta_ao_kamel_estiga,tamawitah_es_essencial,mulheres_nuas,baby_dont_cry,choro_por_ti,da_me_a_tua_ma_o,p_unit_ft_tropas_isek_patakeiros_no_movimento,tropas_ft_dany_boy_caminhantes_do_hip_hop"
625,"warning_power_tecnho,riseupm_ix,fatal_tecnho,disco_dance_rhythm,helicop_ter_mix,parazaa_r_music_mix,dancing_in_the_night_hb_production_vol_2,dancemusicmix,minguit_o_kuduro_mix,ft_dj_epsyn_first_power"
628,"creep_1,fuck_now_suffer_later,spanish_girl,war_is_mine,a_arte_mais_bela,adeus_jumper_ft_inato,amigos,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_outra_hista_ria,amor_emocional_kutegash_produa_a_es_2008"
629,"daruller_u_s_feat_p_paiva_wacklogia,real_mc_as_vezes,united_soldiers_a_festa_e_nossa,sinto_a_tua_falta_2,eu_na_o_vendo_o_meu_rap,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,e_verdade_ft_mentalizado,um_dos_meus_loops_com_delacruz,revoltado_eu_faa_o_hiphop_mixtape_poet"
632,"aleca_johnny_blaze_mais_tu_perdest,drum_addict_demo,mastiksoul_jacobino_decastro_remix_demo,pete_decastro_love_triangle_promo,pete_decastro_u_know_u_mix,johnny_blaze_aleca_old_school_na_praxa_portugal,michael_c_flashing_lights,michael_c_ft_djmike_l_rio_vs_street_brazilectro_rmx,johnny_blaze_na_o_chores_feat_aleca,apa_s_um_ano_r7f"
634,"porque_vais_madley_feat_mc_fly,baby_dont_cry,da_me_a_tua_ma_o,deixas_me_louco_1,aguenta_o_meu_peso_prod_xoye,fim_na_dor,rimas_feliz_natal_mc_fly,sexy_lady,digo_adeus,choro_por_ti"
635,"about_you_1,angels_1,apologize_the_real_booty_babes,are_you_ready_1,art_of_living,a_secret,atb_remix,babila_nia,back_again_mikel_filipe_vs_muratuyar,baila_tribal_remix"
645,"bonus_desculpa_se_por_vezes_errei,bonus_ft_k_shadow_as_palavras_n_conseguem_descrever,danito_ft_myth_jp_lagrimas_na_cara,fuck_canuca,lagrimas_da_vida,freestyle_fet_ytz_dialectoz_klever,g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3,sentimentos_a_descrever"
648,"azteka_ft_lyrisista_assim_que_fazem_os_puros,danito_jp_ft_rafa_dana_porque,desabafos_mc_fly,difusao_o_meu_diario,dinheiro_pa_surviva_dasulla_ft_pof,l_a_stress_ft_paulo,mema_rias_de_um_amor_proibido,mgc_suicidio,msn_ft_danito,ouve_o_teu_coraa_a_o"
657,"mama_na_o_chora,chalice,e_verdade_ft_mentalizado,um_dos_meus_loops_com_delacruz,cura_noites_ritual_2006,intro_noites_ritual_2006,live_up_noites_ritual_2006,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,daruller_u_s_feat_p_paiva_wacklogia"
659,"riseupm_ix,warning_power_tecnho,best_of_trance_2008,tunning_its_not_a_crime,dancing_in_the_night_hb_production_vol_2,a_minha_hista_ria_ft_missy_e_gijoe,ft_dj_epsyn_first_power,dancemusicmix,parazaa_r_music_mix,summerjam_remix"
